ID,NAME,CITY,LINK,HEAT_MAP_LINK,DATE,TYPE,BEDROOM_COUNT,MEAN_PRICE,MEDIAN_PRICE
1389,Balboa Terrace,San Francisco,http://www.trulia.com/real_estate/Balboa_Terrace-San_Francisco/1389/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-08-06,All Properties,1,1395000,1395000
1389,Balboa Terrace,San Francisco,http://www.trulia.com/real_estate/Balboa_Terrace-San_Francisco/1389/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-08-06,3 Bedroom Properties,1,1395000,1395000
1390,Bayview,San Francisco,http://www.trulia.com/real_estate/Bayview-San_Francisco/1390/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-06-04,All Properties,14,669833,659033
1390,Bayview,San Francisco,http://www.trulia.com/real_estate/Bayview-San_Francisco/1390/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-06-04,2 Bedroom Properties,5,482333,474673
1390,Bayview,San Francisco,http://www.trulia.com/real_estate/Bayview-San_Francisco/1390/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-06-04,3 Bedroom Properties,7,659000,719270
1390,Bayview,San Francisco,http://www.trulia.com/real_estate/Bayview-San_Francisco/1390/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-06-04,3 Bedroom Properties,5,721972,750227
1390,Bayview,San Francisco,http://www.trulia.com/real_estate/Bayview-San_Francisco/1390/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-06-04,4 Bedroom Properties,2,916300,916300
1390,Bayview,San Francisco,http://www.trulia.com/real_estate/Bayview-San_Francisco/1390/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-06-04,5 Bedroom Properties,1,819000,819000
1390,Bayview,San Francisco,http://www.trulia.com/real_estate/Bayview-San_Francisco/1390/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-06-11,All Properties,13,770800,728043
1390,Bayview,San Francisco,http://www.trulia.com/real_estate/Bayview-San_Francisco/1390/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-06-11,2 Bedroom Properties,5,604114,580569
1390,Bayview,San Francisco,http://www.trulia.com/real_estate/Bayview-San_Francisco/1390/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-06-11,3 Bedroom Properties,3,824888,857629
1390,Bayview,San Francisco,http://www.trulia.com/real_estate/Bayview-San_Francisco/1390/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-06-11,3 Bedroom Properties,4,818416,819311
1390,Bayview,San Francisco,http://www.trulia.com/real_estate/Bayview-San_Francisco/1390/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-06-11,4 Bedroom Properties,2,842129,863693
1390,Bayview,San Francisco,http://www.trulia.com/real_estate/Bayview-San_Francisco/1390/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-06-11,5 Bedroom Properties,1,819000,819000
